Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s)
Shroomish;['Grass'];['Effect Spore', 'Poison Heal', 'Quick Feet'];LC;60;40;60;40;60;35;['Breloom']
Shuckle;['Bug', 'Rock'];['Contrary', 'Gluttony', 'Sturdy'];NU;20;10;230;10;230;5;[]
Shuppet;['Ghost'];['Cursed Body', 'Frisk', 'Insomnia'];LC;44;75;35;63;33;45;['Banette']
Sigilyph;['Psychic', 'Flying'];['Magic Guard', 'Tinted Lens', 'Wonder Skin'];RU;72;58;80;103;80;97;[]
Silcoon;['Bug'];['Shed Skin'];;50;35;55;25;25;15;['Beautifly']
Simipour;['Water'];['Gluttony', 'Torrent'];NU;75;98;63;98;63;101;[]
Simisage;['Grass'];['Gluttony', 'Overgrow'];NU;75;98;63;98;63;101;[]
Simisear;['Fire'];['Blaze', 'Gluttony'];NU;75;98;63;98;63;101;[]
Skarmory;['Steel', 'Flying'];['Keen Eye', 'Sturdy', 'Weak Armor'];OU;65;80;140;40;70;70;[]
Skiploom;['Grass', 'Flying'];['Chlorophyll', 'Infiltrator', 'Leaf Guard'];;55;45;50;45;65;80;['Jumpluff']
Skitty;['Normal'];['Cute Charm', 'Normalize', 'Wonder Skin'];LC;50;45;45;35;35;50;['Delcatty']
Skorupi;['Poison', 'Bug'];['Battle Armor', 'Keen Eye', 'Sniper'];LC;40;50;90;30;55;65;['Drapion']
Skuntank;['Poison', 'Dark'];['Aftermath', 'Keen Eye', 'Stench'];NU;103;93;67;71;61;84;[]
Slaking;['Normal'];['Truant'];NU;150;160;100;95;65;100;[]
Slakoth;['Normal'];['Truant'];LC;60;60;60;35;35;30;['Vigoroth']
Slowbro;['Water', 'Psychic'];['Oblivious', 'Own Tempo', 'Regenerator'];UU;95;75;110;100;80;30;[]
Slowking;['Water', 'Psychic'];['Oblivious', 'Own Tempo', 'Regenerator'];RU;95;75;80;100;110;30;[]
Slowpoke;['Water', 'Psychic'];['Oblivious', 'Own Tempo', 'Regenerator'];LC;90;65;65;40;40;15;['Slowbro', 'Slowking']
Slugma;['Fire'];['Flame Body', 'Magma Armor', 'Weak Armor'];LC;40;40;40;70;40;20;['Magcargo']
Smeargle;['Normal'];['Moody', 'Own Tempo', 'Technician'];RU;55;20;35;20;45;75;[]
Smoochum;['Ice', 'Psychic'];['Forewarn', 'Hydration', 'Oblivious'];LC;45;30;15;85;65;65;['Jynx']
Sneasel;['Dark', 'Ice'];['Inner Focus', 'Keen Eye', 'Pickpocket'];NU;55;95;55;35;75;115;['Weavile']
Snivy;['Grass'];['Contrary', 'Overgrow'];LC;45;45;55;45;55;63;['Servine']
Snorlax;['Normal'];['Gluttony', 'Immunity', 'Thick Fat'];UU;160;110;65;65;110;30;[]
Snorunt;['Ice'];['Ice Body', 'Inner Focus', 'Moody'];LC;50;50;50;50;50;50;['Froslass', 'Glalie']
Snover;['Grass', 'Ice'];['Snow Warning', 'Soundproof'];LC;60;62;50;62;60;40;['Abomasnow']
Snubbull;['Normal'];['Intimidate', 'Rattled', 'Run Away'];LC;60;80;50;40;40;30;['Granbull']
Solosis;['Psychic'];['Magic Guard', 'Overcoat', 'Regenerator'];LC;45;30;40;105;50;20;['Duosion']
Solrock;['Rock', 'Psychic'];['Levitate'];NU;70;95;85;55;65;70;[]
Spearow;['Normal', 'Flying'];['Keen Eye', 'Sniper'];LC;40;60;30;31;31;70;['Fearow']
Spheal;['Ice', 'Water'];['Ice Body', 'Oblivious', 'Thick Fat'];LC;70;40;50;55;50;25;['Sealeo']
Spinarak;['Bug', 'Poison'];['Insomnia', 'Sniper', 'Swarm'];LC;40;60;40;40;40;30;['Ariados']
Spinda;['Normal'];['Contrary', 'Own Tempo', 'Tangled Feet'];NU;60;60;60;60;60;60;[]
Spiritomb;['Ghost', 'Dark'];['Infiltrator', 'Pressure'];RU;50;92;108;92;108;35;[]
Spoink;['Psychic'];['Gluttony', 'Own Tempo', 'Thick Fat'];LC;60;25;35;70;80;60;['Grumpig']
Squirtle;['Water'];['Rain Dish', 'Torrent'];LC;44;48;65;50;64;43;['Wartortle']
Stantler;['Normal'];['Frisk', 'Intimidate', 'Sap Sipper'];NU;73;95;62;85;65;85;[]
Staraptor;['Normal', 'Flying'];['Intimidate', 'Reckless'];UUBL;85;120;70;50;50;100;[]
Staravia;['Normal', 'Flying'];['Intimidate', 'Reckless'];;55;75;50;40;40;80;['Staraptor']
Starly;['Normal', 'Flying'];['Keen Eye'];LC;40;55;30;30;30;60;['Staravia']
Starmie;['Water', 'Psychic'];['Analytic', 'Illuminate', 'Natural Cure'];OU;60;75;85;100;85;115;[]
Staryu;['Water'];['Analytic', 'Illuminate', 'Natural Cure'];LC;30;45;55;70;55;85;['Starmie']
Steelix;['Steel', 'Ground'];['Rock Head', 'Sheer Force', 'Sturdy'];RU;75;85;200;55;65;30;[]
Stoutland;['Normal'];['Intimidate', 'Sand Rush', 'Scrappy'];NU;85;100;90;45;90;80;[]
Stunfisk;['Ground', 'Electric'];['Limber', 'Sand Veil', 'Static'];NU;109;66;84;81;99;32;[]
Stunky;['Poison', 'Dark'];['Aftermath', 'Keen Eye', 'Stench'];LC;63;63;47;41;41;74;['Skuntank']
Sudowoodo;['Rock'];['Rattled', 'Rock Head', 'Sturdy'];NU;70;100;115;30;65;30;[]
Suicune;['Water'];['Pressure'];UU;100;75;115;90;115;85;[]
Sunflora;['Grass'];['Chlorophyll', 'Early Bird', 'Solar Power'];NU;75;75;55;105;85;30;[]
Sunkern;['Grass'];['Chlorophyll', 'Early Bird', 'Solar Power'];LC;30;30;30;30;30;30;['Sunflora']
Surskit;['Bug', 'Water'];['Rain Dish', 'Swift Swim'];LC;40;30;32;50;52;65;['Masquerain']
Swablu;['Normal', 'Flying'];['Cloud Nine', 'Natural Cure'];LC;45;40;60;40;75;50;['Altaria']
Swadloon;['Bug', 'Grass'];['Chlorophyll', 'Leaf Guard', 'Overcoat'];;55;63;90;50;80;42;['Leavanny']
Swalot;['Poison'];['Gluttony', 'Liquid Ooze', 'Sticky Hold'];NU;100;73;83;73;83;55;[]
Swampert;['Water', 'Ground'];['Damp', 'Torrent'];UU;100;110;90;85;90;60;[]
Swanna;['Water', 'Flying'];['Big Pecks', 'Hydration', 'Keen Eye'];NU;75;87;63;87;63;98;[]
Swellow;['Normal', 'Flying'];['Guts', 'Scrappy'];NU;60;85;60;50;50;125;[]
Swinub;['Ice', 'Ground'];['Oblivious', 'Snow Cloak', 'Thick Fat'];LC;50;50;40;30;30;50;['Piloswine']
Swoobat;['Psychic', 'Flying'];['Klutz', 'Simple', 'Unaware'];NU;67;57;55;77;55;114;[]
Taillow;['Normal', 'Flying'];['Guts', 'Scrappy'];LC;40;55;30;30;30;85;['Swellow']
Tangela;['Grass'];['Chlorophyll', 'Leaf Guard', 'Regenerator'];NU;65;55;115;100;40;60;['Tangrowth']
Tangrowth;['Grass'];['Chlorophyll', 'Leaf Guard', 'Regenerator'];RU;100;100;125;110;50;50;[]
Tauros;['Normal'];['Anger Point', 'Intimidate', 'Sheer Force'];NU;75;100;95;40;70;110;[]
Teddiursa;['Normal'];['Honey Gather', 'Pickup', 'Quick Feet'];LC;60;80;50;50;50;40;['Ursaring']
Tentacool;['Water', 'Poison'];['Clear Body', 'Liquid Ooze', 'Rain Dish'];LC;40;40;35;50;100;70;['Tentacruel']
Tentacruel;['Water', 'Poison'];['Clear Body', 'Liquid Ooze', 'Rain Dish'];OU;80;70;65;80;120;100;[]
Tepig;['Fire'];['Blaze', 'Thick Fat'];LC;65;63;45;45;45;45;['Pignite']
Terrakion;['Rock', 'Fighting'];['Justified'];OU;91;129;90;72;90;108;[]
Throh;['Fighting'];['Guts', 'Inner Focus', 'Mold Breaker'];NU;120;100;85;30;85;45;[]
Thundurus;['Electric', 'Flying'];['Defiant', 'Prankster'];Uber;79;115;70;125;80;111;['Thundurus-Therian']
Thundurus-Therian;['Electric', 'Flying'];['Volt Absorb'];OU;79;105;70;145;80;101;[]
Timburr;['Fighting'];['Guts', 'Iron Fist', 'Sheer Force'];LC;75;80;55;25;35;35;['Gurdurr']
Tirtouga;['Water', 'Rock'];['Solid Rock', 'Sturdy', 'Swift Swim'];LC;54;78;103;53;45;22;['Carracosta']
Togekiss;['Normal', 'Flying'];['Hustle', 'Serene Grace', 'Super Luck'];UU;85;50;95;120;115;80;[]
Togepi;['Normal'];['Hustle', 'Serene Grace', 'Super Luck'];LC;35;20;65;40;65;20;['Togetic']
Togetic;['Normal', 'Flying'];['Hustle', 'Serene Grace', 'Super Luck'];NU;55;40;85;80;105;40;['Togekiss']
Torchic;['Fire'];['Blaze', 'Speed Boost'];LC;45;60;40;70;50;45;['Combusken']
Torkoal;['Fire'];['Shell Armor', 'White Smoke'];NU;70;85;140;85;70;20;[]
Tornadus;['Flying'];['Defiant', 'Prankster'];UU;79;115;70;125;80;111;['Tornadus-Therian']
Tornadus-Therian;['Flying'];['Regenerator'];Uber;79;100;80;110;90;121;[]
Torterra;['Grass', 'Ground'];['Overgrow', 'Shell Armor'];NU;95;109;105;75;85;56;[]
Totodile;['Water'];['Torrent'];LC;50;65;64;44;48;43;['Croconaw']
Toxicroak;['Poison', 'Fighting'];['Anticipation', 'Dry Skin', 'Poison Touch'];OU;83;106;65;86;65;85;[]
Tranquill;['Normal', 'Flying'];['Big Pecks', 'Rivalry', 'Super Luck'];;62;77;62;50;42;65;['Unfezant']
Trapinch;['Ground'];['Arena Trap', 'Hyper Cutter', 'Sheer Force'];LC;45;100;45;45;45;10;['Vibrava']
Treecko;['Grass'];['Overgrow', 'Unburden'];LC;40;45;35;65;55;70;['Grovyle']
Tropius;['Grass', 'Flying'];['Chlorophyll', 'Harvest', 'Solar Power'];NU;99;68;83;72;87;51;[]
Trubbish;['Poison'];['Aftermath', 'Stench', 'Sticky Hold'];LC;50;50;62;40;62;65;['Garbodor']
Turtwig;['Grass'];['Overgrow', 'Shell Armor'];LC;55;68;64;45;55;31;['Grotle']
Tympole;['Water'];['Hydration', 'Swift Swim', 'Water Absorb'];LC;50;50;40;50;40;64;['Palpitoad']
Tynamo;['Electric'];['Levitate'];LC;35;55;40;45;40;60;['Eelektrik']
Typhlosion;['Fire'];['Blaze'];RU;78;84;78;109;85;100;[]
Tyranitar;['Rock', 'Dark'];['Sand Stream', 'Unnerve'];OU;100;134;110;95;100;61;[]
Tyrogue;['Fighting'];['Guts', 'Steadfast', 'Vital Spirit'];LC;35;35;35;35;35;35;['Hitmonchan', 'Hitmonlee', 'Hitmontop']
Umbreon;['Dark'];['Inner Focus', 'Synchronize'];UU;95;65;110;60;130;65;[]
Unfezant;['Normal', 'Flying'];['Big Pecks', 'Rivalry', 'Super Luck'];NU;80;105;80;65;55;93;[]
Unown;['Psychic'];['Levitate'];NU;48;72;48;72;48;48;[]
Ursaring;['Normal'];['Guts', 'Quick Feet', 'Unnerve'];NU;90;130;75;75;75;55;[]
Uxie;['Psychic'];['Levitate'];RU;75;75;130;75;130;95;[]
Vanillish;['Ice'];['Ice Body', 'Weak Armor'];;51;65;65;80;75;59;['Vanilluxe']
Vanillite;['Ice'];['Ice Body', 'Weak Armor'];LC;36;50;50;65;60;44;['Vanillish']
Vanilluxe;['Ice'];['Ice Body', 'Weak Armor'];NU;71;95;85;110;95;79;[]
Vaporeon;['Water'];['Hydration', 'Water Absorb'];OU;130;65;60;110;95;65;[]
Venipede;['Bug', 'Poison'];['Poison Point', 'Quick Feet', 'Swarm'];LC;30;45;59;30;39;57;['Whirlipede']
Venomoth;['Bug', 'Poison'];['Shield Dust', 'Tinted Lens', 'Wonder Skin'];RUBL;70;65;60;90;75;90;[]
Venonat;['Bug', 'Poison'];['Compound Eyes', 'Run Away', 'Tinted Lens'];LC;60;55;50;40;55;45;['Venomoth']
Venusaur;['Grass', 'Poison'];['Chlorophyll', 'Overgrow'];OU;80;82;83;100;100;80;[]
Vespiquen;['Bug', 'Flying'];['Pressure', 'Unnerve'];NU;70;80;102;80;102;40;[]
Vibrava;['Ground', 'Dragon'];['Levitate'];;50;70;50;50;50;70;['Flygon']
Victini;['Psychic', 'Fire'];['Victory Star'];UU;100;100;100;100;100;100;[]
Victreebel;['Grass', 'Poison'];['Chlorophyll', 'Gluttony'];NU;80;105;65;100;60;70;[]
Vigoroth;['Normal'];['Vital Spirit'];NU;80;80;80;55;55;90;['Slaking']
Vileplume;['Grass', 'Poison'];['Chlorophyll', 'Effect Spore'];NU;75;80;85;100;90;50;[]
Virizion;['Grass', 'Fighting'];['Justified'];UU;91;90;72;90;129;108;[]
Volbeat;['Bug'];['Illuminate', 'Prankster', 'Swarm'];NU;65;73;55;47;75;85;[]
Volcarona;['Bug', 'Fire'];['Flame Body', 'Swarm'];OU;85;60;65;135;105;100;[]
Voltorb;['Electric'];['Aftermath', 'Soundproof', 'Static'];LC;40;30;50;55;55;100;['Electrode']
Vullaby;['Dark', 'Flying'];['Big Pecks', 'Overcoat', 'Weak Armor'];LC;70;55;75;45;65;60;['Mandibuzz']
Vulpix;['Fire'];['Drought', 'Flash Fire'];;38;41;40;50;65;65;['Ninetales']
Wailmer;['Water'];['Oblivious', 'Pressure', 'Water Veil'];LC;130;70;35;70;35;60;['Wailord']
Wailord;['Water'];['Oblivious', 'Pressure', 'Water Veil'];NU;170;90;45;90;45;60;[]
Walrein;['Ice', 'Water'];['Ice Body', 'Oblivious', 'Thick Fat'];NU;110;80;90;95;90;65;[]
Wartortle;['Water'];['Rain Dish', 'Torrent'];NU;59;63;80;65;80;58;['Blastoise']
Watchog;['Normal'];['Analytic', 'Illuminate', 'Keen Eye'];NU;60;85;69;60;69;77;[]
Weavile;['Dark', 'Ice'];['Pickpocket', 'Pressure'];UU;70;120;65;45;85;125;[]
Weedle;['Bug', 'Poison'];['Run Away', 'Shield Dust'];LC;40;35;30;20;20;50;['Kakuna']
Weepinbell;['Grass', 'Poison'];['Chlorophyll', 'Gluttony'];;65;90;50;85;45;55;['Victreebel']
Weezing;['Poison'];['Levitate'];NU;65;90;120;85;70;60;[]
Whimsicott;['Grass'];['Chlorophyll', 'Infiltrator', 'Prankster'];RU;60;67;85;77;75;116;[]
Whirlipede;['Bug', 'Poison'];['Poison Point', 'Quick Feet', 'Swarm'];;40;55;99;40;79;47;['Scolipede']
Whiscash;['Water', 'Ground'];['Anticipation', 'Hydration', 'Oblivious'];NU;110;78;73;76;71;60;[]
Whismur;['Normal'];['Rattled', 'Soundproof'];LC;64;51;23;51;23;28;['Loudred']
Wigglytuff;['Normal'];['Cute Charm', 'Frisk'];NU;140;70;45;75;50;45;[]
Wingull;['Water', 'Flying'];['Keen Eye', 'Rain Dish'];LC;40;30;30;55;30;85;['Pelipper']
Wobbuffet;['Psychic'];['Shadow Tag', 'Telepathy'];UUBL;190;33;58;33;58;33;[]
Woobat;['Psychic', 'Flying'];['Klutz', 'Simple', 'Unaware'];LC;55;45;43;55;43;72;['Swoobat']
Wooper;['Water', 'Ground'];['Damp', 'Unaware', 'Water Absorb'];LC;55;45;45;25;25;15;['Quagsire']
Wormadam;['Bug', 'Grass'];['Anticipation', 'Overcoat'];NU;60;59;85;79;105;36;[]
Wormadam-Sandy;['Bug', 'Ground'];['Anticipation', 'Overcoat'];NU;60;79;105;59;85;36;[]
Wormadam-Trash;['Bug', 'Steel'];['Anticipation', 'Overcoat'];NU;60;69;95;69;95;36;[]
Wurmple;['Bug'];['Run Away', 'Shield Dust'];LC;45;45;35;20;30;20;['Cascoon', 'Silcoon']
Wynaut;['Psychic'];['Shadow Tag', 'Telepathy'];LC;95;23;48;23;48;23;['Wobbuffet']
Xatu;['Psychic', 'Flying'];['Early Bird', 'Magic Bounce', 'Synchronize'];UU;65;75;70;95;70;95;[]
Yamask;['Ghost'];['Mummy'];LC;38;30;85;55;65;30;['Cofagrigus']
Yanma;['Bug', 'Flying'];['Compound Eyes', 'Frisk', 'Speed Boost'];;65;65;45;75;45;95;['Yanmega']
Yanmega;['Bug', 'Flying'];['Frisk', 'Speed Boost', 'Tinted Lens'];UU;86;76;86;116;56;95;[]
Zangoose;['Normal'];['Immunity', 'Toxic Boost'];NU;73;115;60;60;60;90;[]
Zapdos;['Electric', 'Flying'];['Pressure'];UU;90;90;85;125;90;100;[]
Zebstrika;['Electric'];['Lightning Rod', 'Motor Drive', 'Sap Sipper'];NU;75;100;63;80;63;116;[]
Zekrom;['Dragon', 'Electric'];['Teravolt'];Uber;100;150;120;120;100;90;[]
Zigzagoon;['Normal'];['Gluttony', 'Pickup', 'Quick Feet'];LC;38;30;41;30;41;60;['Linoone']
Zoroark;['Dark'];['Illusion'];UU;60;105;60;120;60;105;[]
Zorua;['Dark'];['Illusion'];LC;40;65;40;80;40;65;['Zoroark']
Zubat;['Poison', 'Flying'];['Infiltrator', 'Inner Focus'];LC;40;45;35;30;40;55;['Golbat']
Zweilous;['Dark', 'Dragon'];['Hustle'];NU;72;85;70;65;70;58;['Hydreigon']
Syclar;['Ice', 'Bug'];['Compound Eyes', 'Snow Cloak'];CAP;40;76;45;74;39;91;['Syclant']
Syclant;['Ice', 'Bug'];['Compound Eyes', 'Ice Body', 'Mountaineer'];CAP;70;116;70;114;64;121;[]
Revenankh;['Ghost', 'Fighting'];['Air Lock', 'Shed Skin'];CAP;90;105;90;65;110;65;[]
Embirch;['Fire', 'Grass'];['Chlorophyll', 'Leaf Guard', 'Reckless'];CAP;60;40;55;65;40;60;['Flarelm']
Flarelm;['Fire', 'Grass'];['Battle Armor', 'Rock Head', 'White Smoke'];CAP;90;50;95;75;70;40;['Pyroak']
Pyroak;['Fire', 'Grass'];['Battle Armor', 'Rock Head', 'White Smoke'];CAP;120;70;105;95;90;60;[]
Fidgit;['Poison', 'Ground'];['Frisk', 'Persistent', 'Vital Spirit'];CAP;95;76;109;90;80;105;[]
Breezi;['Poison', 'Flying'];['Frisk', 'Own Tempo', 'Unburden'];CAP;50;46;69;60;50;75;['Fidgit']
Rebble;['Rock'];['Levitate', 'Sniper', 'Solid Rock'];CAP;45;25;65;75;55;80;['Tactite']
Tactite;['Rock'];['Levitate', 'Sniper', 'Technician'];CAP;70;40;65;100;65;95;['Stratagem']
Stratagem;['Rock'];['Levitate', 'Sniper', 'Technician'];CAP;90;60;65;120;70;130;[]
Privatyke;['Water', 'Fighting'];['Technician', 'Unaware'];CAP;45;25;65;75;55;80;['Arghonaut']
Arghonaut;['Water', 'Fighting'];['Technician', 'Unaware'];CAP;105;110;95;70;100;75;[]
Kitsunoh;['Steel', 'Ghost'];['Frisk', 'Iron Fist', 'Limber'];CAP;80;103;85;55;80;110;[]
Cyclohm;['Electric', 'Dragon'];['Damp', 'Shield Dust', 'Static'];CAP;108;60;118;112;70;80;[]
Colossoil;['Dark', 'Ground'];['Guts', 'Rebound', 'Unnerve'];CAP;133;122;72;71;72;95;[]
Krilowatt;['Electric', 'Water'];['Magic Guard', 'Minus', 'Trace'];CAP;151;84;73;83;74;105;[]
Voodoll;['Normal', 'Dark'];['Lightning Rod', 'Volt Absorb'];CAP;55;40;55;75;50;70;['Voodoom']
Voodoom;['Fighting', 'Dark'];['Cursed Body', 'Lightning Rod', 'Volt Absorb'];CAP;90;85;80;105;80;110;[]
Scratchet;['Normal', 'Fighting'];['Prankster', 'Scrappy', 'Vital Spirit'];CAP;55;85;80;20;70;40;['Tomohawk']
Tomohawk;['Flying', 'Fighting'];['Intimidate', 'Justified', 'Prankster'];CAP;105;60;90;115;80;85;[]
Necturine;['Grass', 'Ghost'];['Anticipation', 'Telepathy'];CAP;50;46;69;60;50;75;['Necturna']
Necturna;['Grass', 'Ghost'];['Forewarn', 'Telepathy'];CAP;64;120;100;85;120;81;[]
Mollux;['Fire', 'Poison'];['Dry Skin', 'Illuminate'];CAP;95;45;83;131;105;76;[]
Cupra;['Bug', 'Psychic'];['Keen Eye', 'Magic Guard', 'Shield Dust'];CAP;50;60;49;67;30;44;['Argalis']
Argalis;['Bug', 'Psychic'];['Compound Eyes', 'Overcoat', 'Shed Skin'];CAP;60;90;89;87;40;54;['Aurumoth']
Aurumoth;['Bug', 'Psychic'];['Illusion', 'No Guard', 'Weak Armor'];CAP;110;120;99;117;60;94;[]
Brattler;['Dark', 'Grass'];['Harvest', 'Infiltrator', 'Rattled'];CAP;80;70;40;20;90;30;['Malaconda']
Malaconda;['Dark', 'Grass'];['Drought', 'Harvest', 'Infiltrator'];CAP;115;100;60;40;130;55;[]
Cawdet;['Steel', 'Flying'];['Big Pecks', 'Keen Eye', 'Volt Absorb'];CAP;35;72;85;40;55;88;['Cawmodore']
Cawmodore;['Steel', 'Flying'];['Big Pecks', 'Intimidate', 'Volt Absorb'];CAP;50;92;130;65;75;118;[]
Volkritter;['Water', 'Fire'];['Anticipation', 'Infiltrator', 'Unnerve'];CAP;60;30;50;80;60;70;['Volkraken']
Volkraken;['Water', 'Fire'];['Analytic', 'Infiltrator', 'Pressure'];CAP;100;45;80;135;100;95;[]
