Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s)
Mimikyu;['Ghost', 'Fairy'];['Disguise'];OU;55;90;80;50;105;96;[]
Minccino;['Normal'];['Cute Charm', 'Skill Link', 'Technician'];LC;55;50;40;40;40;75;['Cinccino']
Minior;['Rock', 'Flying'];['Shields Down'];NU;60;100;60;100;60;120;[]
Minior-Meteor;['Rock', 'Flying'];['Shields Down'];NU;60;60;100;60;100;60;[]
Minun;['Electric'];['Minus', 'Volt Absorb'];Untiered;60;40;50;75;85;95;[]
Misdreavus;['Ghost'];['Levitate'];;60;60;60;85;85;85;['Mismagius']
Mismagius;['Ghost'];['Levitate'];NU;60;60;60;105;105;105;[]
Moltres;['Fire', 'Flying'];['Flame Body', 'Pressure'];UU;90;100;90;125;85;90;[]
Monferno;['Fire', 'Fighting'];['Blaze', 'Iron Fist'];;64;78;52;78;52;81;['Infernape']
Morelull;['Grass', 'Fairy'];['Effect Spore', 'Illuminate', 'Rain Dish'];LC;40;35;55;65;75;15;['Shiinotic']
Mothim;['Bug', 'Flying'];['Swarm', 'Tinted Lens'];Untiered;70;94;50;94;50;66;[]
Mr. Mime;['Psychic', 'Fairy'];['Filter', 'Soundproof', 'Technician'];Untiered;40;45;65;100;120;90;[]
Mudbray;['Ground'];['Inner Focus', 'Own Tempo', 'Stamina'];LC;70;100;70;45;55;45;['Mudsdale']
Mudkip;['Water'];['Damp', 'Torrent'];LC;50;70;50;50;50;40;['Marshtomp']
Mudsdale;['Ground'];['Inner Focus', 'Own Tempo', 'Stamina'];PU;100;125;100;55;85;35;[]
Muk;['Poison'];['Poison Touch', 'Stench', 'Sticky Hold'];Untiered;105;105;75;65;100;50;[]
Muk-Alola;['Poison', 'Dark'];['Gluttony', 'Poison Touch', 'Power of Alchemy'];UU;105;105;75;65;100;50;[]
Munchlax;['Normal'];['Gluttony', 'Pickup', 'Thick Fat'];LC;135;85;40;40;85;5;['Snorlax']
Munna;['Psychic'];['Forewarn', 'Synchronize', 'Telepathy'];LC;76;25;45;67;55;24;['Musharna']
Murkrow;['Dark', 'Flying'];['Insomnia', 'Prankster', 'Super Luck'];;60;85;42;85;42;91;['Honchkrow']
Musharna;['Psychic'];['Forewarn', 'Synchronize', 'Telepathy'];Untiered;116;55;85;107;95;29;[]
Naganadel;['Poison', 'Dragon'];['Beast Boost'];Uber;73;73;73;127;73;121;[]
Natu;['Psychic', 'Flying'];['Early Bird', 'Magic Bounce', 'Synchronize'];LC;40;50;45;70;45;70;['Xatu']
Necrozma;['Psychic'];['Prism Armor'];RU;97;107;101;127;89;79;[]
Necrozma-Dawn Wings;['Psychic', 'Ghost'];['Prism Armor'];Uber;97;113;109;157;127;77;[]
Necrozma-Dawn Wings-Ultra;['Psychic', 'Dragon'];['Neuroforce'];Uber;97;167;97;167;97;129;[]
Necrozma-Dusk Mane;['Psychic', 'Steel'];['Prism Armor'];Uber;97;157;127;113;109;77;[]
Necrozma-Dusk Mane-Ultra;['Psychic', 'Dragon'];['Neuroforce'];Uber;97;167;97;167;97;129;[]
Nidoking;['Poison', 'Ground'];['Poison Point', 'Rivalry', 'Sheer Force'];UU;81;102;77;85;75;85;[]
Nidoqueen;['Poison', 'Ground'];['Poison Point', 'Rivalry', 'Sheer Force'];RU;90;92;87;75;85;76;[]
Nidoran-F;['Poison'];['Hustle', 'Poison Point', 'Rivalry'];LC;55;47;52;40;40;41;['Nidorina']
Nidoran-M;['Poison'];['Hustle', 'Poison Point', 'Rivalry'];LC;46;57;40;40;40;50;['Nidorino']
Nidorina;['Poison'];['Hustle', 'Poison Point', 'Rivalry'];;70;62;67;55;55;56;['Nidoqueen']
Nidorino;['Poison'];['Hustle', 'Poison Point', 'Rivalry'];;61;72;57;55;55;65;['Nidoking']
Nihilego;['Rock', 'Poison'];['Beast Boost'];UU;109;53;47;127;131;103;[]
Nincada;['Bug', 'Ground'];['Compound Eyes', 'Run Away'];LC;31;45;90;30;30;40;['Ninjask', 'Shedinja']
Ninetales;['Fire'];['Drought', 'Flash Fire'];RU;73;76;75;81;100;100;[]
Ninetales-Alola;['Ice', 'Fairy'];['Snow Cloak', 'Snow Warning'];UUBL;73;67;75;81;100;109;[]
Ninjask;['Bug', 'Flying'];['Infiltrator', 'Speed Boost'];Untiered;61;90;45;50;50;160;[]
Noctowl;['Normal', 'Flying'];['Insomnia', 'Keen Eye', 'Tinted Lens'];Untiered;100;50;50;86;96;70;[]
Noibat;['Flying', 'Dragon'];['Frisk', 'Infiltrator', 'Telepathy'];LC;40;30;35;45;40;55;['Noivern']
Noivern;['Flying', 'Dragon'];['Frisk', 'Infiltrator', 'Telepathy'];RU;85;70;80;97;80;123;[]
Nosepass;['Rock'];['Magnet Pull', 'Sand Force', 'Sturdy'];LC;30;45;135;45;90;30;['Probopass']
Numel;['Fire', 'Ground'];['Oblivious', 'Own Tempo', 'Simple'];LC;60;60;40;65;45;35;['Camerupt']
Nuzleaf;['Grass', 'Dark'];['Chlorophyll', 'Early Bird', 'Pickpocket'];;70;70;40;60;40;60;['Shiftry']
Octillery;['Water'];['Moody', 'Sniper', 'Suction Cups'];Untiered;75;105;75;105;75;45;[]
Oddish;['Grass', 'Poison'];['Chlorophyll', 'Run Away'];LC;45;50;55;75;65;30;['Gloom']
Omanyte;['Rock', 'Water'];['Shell Armor', 'Swift Swim', 'Weak Armor'];LC;35;40;100;90;55;35;['Omastar']
Omastar;['Rock', 'Water'];['Shell Armor', 'Swift Swim', 'Weak Armor'];PU;70;60;125;115;70;55;[]
Onix;['Rock', 'Ground'];['Rock Head', 'Sturdy', 'Weak Armor'];LC;35;45;160;30;45;70;['Steelix']
Oranguru;['Normal', 'Psychic'];['Inner Focus', 'Symbiosis', 'Telepathy'];Untiered;90;60;80;90;110;60;[]
Oricorio;['Fire', 'Flying'];['Dancer'];Untiered;75;70;70;98;70;93;["Oricorio-Pa'u", 'Oricorio-Pom-Pom', 'Oricorio-Sensu']
Oricorio-Pa'u;['Psychic', 'Flying'];['Dancer'];Untiered;75;70;70;98;70;93;[]
Oricorio-Pom-Pom;['Electric', 'Flying'];['Dancer'];PU;75;70;70;98;70;93;[]
Oricorio-Sensu;['Ghost', 'Flying'];['Dancer'];PU;75;70;70;98;70;93;[]
Oshawott;['Water'];['Shell Armor', 'Torrent'];LC;55;55;45;63;45;45;['Dewott']
Pachirisu;['Electric'];['Pickup', 'Run Away', 'Volt Absorb'];Untiered;60;45;70;45;90;95;[]
Palkia;['Water', 'Dragon'];['Pressure', 'Telepathy'];Uber;90;120;100;150;120;100;[]
Palossand;['Ghost', 'Ground'];['Sand Veil', 'Water Compaction'];NU;85;75;110;100;75;35;[]
Palpitoad;['Water', 'Ground'];['Hydration', 'Swift Swim', 'Water Absorb'];;75;65;55;65;55;69;['Seismitoad']
Pancham;['Fighting'];['Iron Fist', 'Mold Breaker', 'Scrappy'];LC;67;82;62;46;48;43;['Pangoro']
Pangoro;['Fighting', 'Dark'];['Iron Fist', 'Mold Breaker', 'Scrappy'];NU;95;124;78;69;71;58;[]
Panpour;['Water'];['Gluttony', 'Torrent'];LC;50;53;48;53;48;64;['Simipour']
Pansage;['Grass'];['Gluttony', 'Overgrow'];LC;50;53;48;53;48;64;['Simisage']
Pansear;['Fire'];['Blaze', 'Gluttony'];LC;50;53;48;53;48;64;['Simisear']
Paras;['Bug', 'Grass'];['Damp', 'Dry Skin', 'Effect Spore'];LC;35;70;55;45;55;25;['Parasect']
Parasect;['Bug', 'Grass'];['Damp', 'Dry Skin', 'Effect Spore'];Untiered;60;95;80;60;80;30;[]
Passimian;['Fighting'];['Defiant', 'Receiver'];NU;100;120;90;40;60;80;[]
Patrat;['Normal'];['Analytic', 'Keen Eye', 'Run Away'];LC;45;55;39;35;39;42;['Watchog']
Pawniard;['Dark', 'Steel'];['Defiant', 'Inner Focus', 'Pressure'];LC;45;85;70;40;40;60;['Bisharp']
Pelipper;['Water', 'Flying'];['Drizzle', 'Keen Eye', 'Rain Dish'];OU;60;50;100;95;70;65;[]
Persian;['Normal'];['Limber', 'Technician', 'Unnerve'];Untiered;65;70;60;65;65;115;[]
Persian-Alola;['Dark'];['Fur Coat', 'Rattled', 'Technician'];PU;65;60;60;75;65;115;[]
Petilil;['Grass'];['Chlorophyll', 'Leaf Guard', 'Own Tempo'];LC;45;35;50;70;50;30;['Lilligant']
Phanpy;['Ground'];['Pickup', 'Sand Veil'];LC;90;60;60;40;40;40;['Donphan']
Phantump;['Ghost', 'Grass'];['Frisk', 'Harvest', 'Natural Cure'];LC;43;70;48;50;60;38;['Trevenant']
Pheromosa;['Bug', 'Fighting'];['Beast Boost'];Uber;71;137;37;137;37;151;[]
Phione;['Water'];['Hydration'];Untiered;80;80;80;80;80;80;[]
Pichu;['Electric'];['Lightning Rod', 'Static'];LC;20;40;15;35;35;60;['Pikachu']
Pidgeot;['Normal', 'Flying'];['Big Pecks', 'Keen Eye', 'Tangled Feet'];Untiered;83;80;75;70;70;101;[]
Pidgeot-Mega;['Normal', 'Flying'];['No Guard'];UU;83;80;80;135;80;121;[]
Pidgeotto;['Normal', 'Flying'];['Big Pecks', 'Keen Eye', 'Tangled Feet'];;63;60;55;50;50;71;['Pidgeot']
Pidgey;['Normal', 'Flying'];['Big Pecks', 'Keen Eye', 'Tangled Feet'];LC;40;45;40;35;35;56;['Pidgeotto']
Pidove;['Normal', 'Flying'];['Big Pecks', 'Rivalry', 'Super Luck'];LC;50;55;50;36;30;43;['Tranquill']
Pignite;['Fire', 'Fighting'];['Blaze', 'Thick Fat'];;90;93;55;70;55;55;['Emboar']
Pikachu;['Electric'];['Lightning Rod', 'Static'];;35;55;40;50;50;90;['Raichu', 'Raichu-Alola']
Pikipek;['Normal', 'Flying'];['Keen Eye', 'Pickup', 'Skill Link'];LC;35;75;30;30;30;65;['Trumbeak']
Piloswine;['Ice', 'Ground'];['Oblivious', 'Snow Cloak', 'Thick Fat'];NU;100;100;80;60;60;50;['Mamoswine']
Pineco;['Bug'];['Overcoat', 'Sturdy'];LC;50;65;90;35;35;15;['Forretress']
Pinsir;['Bug'];['Hyper Cutter', 'Mold Breaker', 'Moxie'];Untiered;65;125;100;55;70;85;[]
Pinsir-Mega;['Bug', 'Flying'];['Aerilate'];OU;65;155;120;65;90;105;[]
Piplup;['Water'];['Defiant', 'Torrent'];LC;53;51;53;61;56;40;['Prinplup']
Plusle;['Electric'];['Lightning Rod', 'Plus'];Untiered;60;50;40;85;75;95;[]
Poipole;['Poison'];['Beast Boost'];;67;73;67;73;67;73;['Naganadel']
Politoed;['Water'];['Damp', 'Drizzle', 'Water Absorb'];Untiered;90;75;75;90;100;70;[]
Poliwag;['Water'];['Damp', 'Swift Swim', 'Water Absorb'];LC;40;50;40;40;40;90;['Poliwhirl']
Poliwhirl;['Water'];['Damp', 'Swift Swim', 'Water Absorb'];;65;65;65;50;50;90;['Politoed', 'Poliwrath']
Poliwrath;['Water', 'Fighting'];['Damp', 'Swift Swim', 'Water Absorb'];PU;90;95;95;70;90;70;[]
Ponyta;['Fire'];['Flame Body', 'Flash Fire', 'Run Away'];LC;50;85;55;65;65;90;['Rapidash']
Poochyena;['Dark'];['Quick Feet', 'Rattled', 'Run Away'];LC;35;55;35;30;30;35;['Mightyena']
Popplio;['Water'];['Liquid Voice', 'Torrent'];LC;50;54;54;66;56;40;['Brionne']
Porygon;['Normal'];['Analytic', 'Download', 'Trace'];;65;60;70;85;75;40;['Porygon2']
Porygon-Z;['Normal'];['Adaptability', 'Analytic', 'Download'];UUBL;85;80;70;135;75;90;[]
Porygon2;['Normal'];['Analytic', 'Download', 'Trace'];RU;85;80;90;105;95;60;['Porygon-Z']
Primarina;['Water', 'Fairy'];['Liquid Voice', 'Torrent'];UU;80;74;74;126;116;60;[]
Primeape;['Fighting'];['Anger Point', 'Defiant', 'Vital Spirit'];PU;65;105;60;60;70;95;[]
Prinplup;['Water'];['Defiant', 'Torrent'];;64;66;68;81;76;50;['Empoleon']
Probopass;['Rock', 'Steel'];['Magnet Pull', 'Sand Force', 'Sturdy'];Untiered;60;55;145;75;150;40;[]
Psyduck;['Water'];['Cloud Nine', 'Damp', 'Swift Swim'];LC;50;52;48;65;50;55;['Golduck']
Pumpkaboo;['Ghost', 'Grass'];['Frisk', 'Insomnia', 'Pickup'];LC;49;66;70;44;55;51;['Gourgeist']
Pumpkaboo-Large;['Ghost', 'Grass'];['Frisk', 'Insomnia', 'Pickup'];LC;54;66;70;44;55;46;['Gourgeist-Large']
Pumpkaboo-Small;['Ghost', 'Grass'];['Frisk', 'Insomnia', 'Pickup'];LC;44;66;70;44;55;56;['Gourgeist-Small']
Pumpkaboo-Super;['Ghost', 'Grass'];['Frisk', 'Insomnia', 'Pickup'];LC;59;66;70;44;55;41;['Gourgeist-Super']
Pupitar;['Rock', 'Ground'];['Shed Skin'];;70;84;70;65;70;51;['Tyranitar']
Purrloin;['Dark'];['Limber', 'Prankster', 'Unburden'];LC;41;50;37;50;37;66;['Liepard']
Purugly;['Normal'];['Defiant', 'Own Tempo', 'Thick Fat'];Untiered;71;82;64;64;59;112;[]
Pyroar;['Fire', 'Normal'];['Moxie', 'Rivalry', 'Unnerve'];PUBL;86;68;72;109;66;106;[]
Pyukumuku;['Water'];['Innards Out', 'Unaware'];Untiered;55;60;130;30;130;5;[]
Quagsire;['Water', 'Ground'];['Damp', 'Unaware', 'Water Absorb'];PU;95;85;85;65;65;35;[]
Quilava;['Fire'];['Blaze', 'Flash Fire'];;58;64;58;80;65;80;['Typhlosion']
Quilladin;['Grass'];['Bulletproof', 'Overgrow'];;61;78;95;56;58;57;['Chesnaught']
Qwilfish;['Water', 'Poison'];['Intimidate', 'Poison Point', 'Swift Swim'];PU;65;95;85;55;55;85;[]
Raichu;['Electric'];['Lightning Rod', 'Static'];Untiered;60;90;55;90;80;110;[]
Raichu-Alola;['Electric', 'Psychic'];['Surge Surfer'];PU;60;85;50;95;85;110;[]
Raikou;['Electric'];['Inner Focus', 'Pressure'];RU;90;85;75;115;100;115;[]
Ralts;['Psychic', 'Fairy'];['Synchronize', 'Telepathy', 'Trace'];LC;28;25;25;45;35;40;['Kirlia']
Rampardos;['Rock'];['Mold Breaker', 'Sheer Force'];Untiered;97;165;60;65;50;58;[]
Rapidash;['Fire'];['Flame Body', 'Flash Fire', 'Run Away'];Untiered;65;100;70;80;80;105;[]
Raticate;['Normal'];['Guts', 'Hustle', 'Run Away'];Untiered;55;81;60;50;70;97;[]
Raticate-Alola;['Dark', 'Normal'];['Gluttony', 'Hustle', 'Thick Fat'];Untiered;75;71;70;40;80;77;[]
Rattata;['Normal'];['Guts', 'Hustle', 'Run Away'];LC;30;56;35;25;35;72;['Raticate']
Rattata-Alola;['Dark', 'Normal'];['Gluttony', 'Hustle', 'Thick Fat'];LC;30;56;35;25;35;72;['Raticate-Alola']
Rayquaza;['Dragon', 'Flying'];['Air Lock'];Uber;105;150;90;150;90;95;[]
Rayquaza-Mega;['Dragon', 'Flying'];['Delta Stream'];AG;105;180;100;180;100;115;[]
Regice;['Ice'];['Clear Body', 'Ice Body'];Untiered;80;50;100;100;200;50;[]
Regigigas;['Normal'];['Slow Start'];Untiered;110;160;110;80;110;100;[]
Regirock;['Rock'];['Clear Body', 'Sturdy'];PU;80;100;200;50;100;50;[]
Registeel;['Steel'];['Clear Body', 'Light Metal'];RU;80;75;150;75;150;50;[]
Relicanth;['Water', 'Rock'];['Rock Head', 'Sturdy', 'Swift Swim'];Untiered;100;90;130;45;65;55;[]
Remoraid;['Water'];['Hustle', 'Moody', 'Sniper'];LC;35;65;35;65;35;65;['Octillery']
Reshiram;['Dragon', 'Fire'];['Turboblaze'];Uber;100;120;100;150;120;90;[]
Reuniclus;['Psychic'];['Magic Guard', 'Overcoat', 'Regenerator'];RUBL;110;65;75;125;85;30;[]
Rhydon;['Ground', 'Rock'];['Lightning Rod', 'Reckless', 'Rock Head'];NU;105;130;120;45;45;40;['Rhyperior']
Rhyhorn;['Ground', 'Rock'];['Lightning Rod', 'Reckless', 'Rock Head'];LC;80;85;95;30;30;25;['Rhydon']
Rhyperior;['Ground', 'Rock'];['Lightning Rod', 'Reckless', 'Solid Rock'];RU;115;140;130;55;55;40;[]
Ribombee;['Bug', 'Fairy'];['Honey Gather', 'Shield Dust', 'Sweet Veil'];NUBL;60;55;60;95;70;124;[]
Riolu;['Fighting'];['Inner Focus', 'Prankster', 'Steadfast'];LC;40;70;40;35;40;60;['Lucario']
Rockruff;['Rock'];['Keen Eye', 'Own Tempo', 'Steadfast', 'Vital Spirit'];LC;45;65;40;30;40;60;['Lycanroc', 'Lycanroc-Dusk', 'Lycanroc-Midnight']
Roggenrola;['Rock'];['Sand Force', 'Sturdy', 'Weak Armor'];LC;55;75;85;25;25;15;['Boldore']
Roselia;['Grass', 'Poison'];['Leaf Guard', 'Natural Cure', 'Poison Point'];PU;50;60;45;100;80;65;['Roserade']
Roserade;['Grass', 'Poison'];['Natural Cure', 'Poison Point', 'Technician'];RU;60;70;65;125;105;90;[]
Rotom;['Electric', 'Ghost'];['Levitate'];NU;50;50;77;95;77;91;['Rotom-Fan', 'Rotom-Frost', 'Rotom-Heat', 'Rotom-Mow', 'Rotom-Wash']
Rotom-Fan;['Electric', 'Flying'];['Levitate'];Untiered;50;65;107;105;107;86;[]
Rotom-Frost;['Electric', 'Ice'];['Levitate'];PU;50;65;107;105;107;86;[]
Rotom-Heat;['Electric', 'Fire'];['Levitate'];UU;50;65;107;105;107;86;[]
Rotom-Mow;['Electric', 'Grass'];['Levitate'];RU;50;65;107;105;107;86;[]
Rotom-Wash;['Electric', 'Water'];['Levitate'];OU;50;65;107;105;107;86;[]
Rowlet;['Grass', 'Flying'];['Long Reach', 'Overgrow'];LC;68;55;55;50;50;42;['Dartrix']
Rufflet;['Normal', 'Flying'];['Hustle', 'Keen Eye', 'Sheer Force'];LC;70;83;50;37;50;60;['Braviary']
Sableye;['Dark', 'Ghost'];['Keen Eye', 'Prankster', 'Stall'];PU;50;75;75;65;65;50;[]
Sableye-Mega;['Dark', 'Ghost'];['Magic Bounce'];UU;50;85;125;85;115;20;[]
Salamence;['Dragon', 'Flying'];['Intimidate', 'Moxie'];UUBL;95;135;80;110;80;100;[]
Salamence-Mega;['Dragon', 'Flying'];['Aerilate'];Uber;95;145;130;120;90;120;[]
Salandit;['Poison', 'Fire'];['Corrosion', 'Oblivious'];LC;48;44;40;71;40;77;['Salazzle']
Salazzle;['Poison', 'Fire'];['Corrosion', 'Oblivious'];RU;68;64;60;111;60;117;[]
Samurott;['Water'];['Shell Armor', 'Torrent'];NU;95;100;85;108;70;70;[]
Sandile;['Ground', 'Dark'];['Anger Point', 'Intimidate', 'Moxie'];LC;50;72;35;35;35;65;['Krokorok']
Sandshrew;['Ground'];['Sand Rush', 'Sand Veil'];LC;50;75;85;20;30;40;['Sandslash']
Sandshrew-Alola;['Ice', 'Steel'];['Slush Rush', 'Snow Cloak'];LC;50;75;90;10;35;40;['Sandslash-Alola']
Sandslash;['Ground'];['Sand Rush', 'Sand Veil'];Untiered;75;100;110;45;55;65;[]
Sandslash-Alola;['Ice', 'Steel'];['Slush Rush', 'Snow Cloak'];PU;75;100;120;25;65;65;[]
Sandygast;['Ghost', 'Ground'];['Sand Veil', 'Water Compaction'];LC;55;55;80;70;45;15;['Palossand']
Sawk;['Fighting'];['Inner Focus', 'Mold Breaker', 'Sturdy'];PUBL;75;125;75;30;75;85;[]
Sawsbuck;['Normal', 'Grass'];['Chlorophyll', 'Sap Sipper', 'Serene Grace'];Untiered;80;100;70;60;70;95;[]
Scatterbug;['Bug'];['Compound Eyes', 'Friend Guard', 'Shield Dust'];LC;38;35;40;27;25;35;['Spewpa']
Sceptile;['Grass'];['Overgrow', 'Unburden'];NU;70;85;65;105;85;120;[]
Sceptile-Mega;['Grass', 'Dragon'];['Lightning Rod'];RUBL;70;110;75;145;85;145;[]
Scizor;['Bug', 'Steel'];['Light Metal', 'Swarm', 'Technician'];UU;70;130;100;55;80;65;[]
Scizor-Mega;['Bug', 'Steel'];['Technician'];OU;70;150;140;65;100;75;[]
Scolipede;['Bug', 'Poison'];['Poison Point', 'Speed Boost', 'Swarm'];UUBL;60;100;89;55;69;112;[]
Scrafty;['Dark', 'Fighting'];['Intimidate', 'Moxie', 'Shed Skin'];NU;65;90;115;45;115;58;[]
Scraggy;['Dark', 'Fighting'];['Intimidate', 'Moxie', 'Shed Skin'];LC;50;75;70;35;70;48;['Scrafty']
Scyther;['Bug', 'Flying'];['Steadfast', 'Swarm', 'Technician'];PU;70;110;80;55;80;105;['Scizor']
Seadra;['Water'];['Damp', 'Poison Point', 'Sniper'];;55;65;95;95;45;85;['Kingdra']
Seaking;['Water'];['Lightning Rod', 'Swift Swim', 'Water Veil'];Untiered;80;92;65;65;80;68;[]
Sealeo;['Ice', 'Water'];['Ice Body', 'Oblivious', 'Thick Fat'];;90;60;70;75;70;45;['Walrein']
Seedot;['Grass'];['Chlorophyll', 'Early Bird', 'Pickpocket'];LC;40;40;50;30;30;30;['Nuzleaf']
Seel;['Water'];['Hydration', 'Ice Body', 'Thick Fat'];LC;65;45;55;45;70;45;['Dewgong']
Seismitoad;['Water', 'Ground'];['Poison Touch', 'Swift Swim', 'Water Absorb'];NU;105;95;75;85;75;74;[]
Sentret;['Normal'];['Frisk', 'Keen Eye', 'Run Away'];LC;35;46;34;35;45;20;['Furret']
Serperior;['Grass'];['Contrary', 'Overgrow'];OU;75;75;95;75;95;113;[]
Servine;['Grass'];['Contrary', 'Overgrow'];;60;60;75;60;75;83;['Serperior']
Seviper;['Poison'];['Infiltrator', 'Shed Skin'];Untiered;73;100;60;100;60;65;[]
Sewaddle;['Bug', 'Grass'];['Chlorophyll', 'Overcoat', 'Swarm'];LC;45;53;70;40;60;42;['Swadloon']
Sharpedo;['Water', 'Dark'];['Rough Skin', 'Speed Boost'];RUBL;70;120;40;95;40;95;[]
Sharpedo-Mega;['Water', 'Dark'];['Strong Jaw'];UU;70;140;70;110;65;105;[]
Shaymin;['Grass'];['Natural Cure'];RU;100;100;100;100;100;100;['Shaymin-Sky']
Shaymin-Sky;['Grass', 'Flying'];['Serene Grace'];Uber;100;103;75;120;75;127;[]
Shedinja;['Bug', 'Ghost'];['Wonder Guard'];Untiered;1;90;45;30;30;40;[]
Shelgon;['Dragon'];['Overcoat', 'Rock Head'];;65;95;100;60;50;50;['Salamence']
Shellder;['Water'];['Overcoat', 'Shell Armor', 'Skill Link'];LC;30;65;100;45;25;40;['Cloyster']
Shellos;['Water'];['Sand Force', 'Sticky Hold', 'Storm Drain'];LC;76;48;48;57;62;34;['Gastrodon']
Shelmet;['Bug'];['Hydration', 'Overcoat', 'Shell Armor'];LC;50;40;85;40;65;25;['Accelgor']
Shieldon;['Rock', 'Steel'];['Soundproof', 'Sturdy'];LC;30;42;118;42;88;30;['Bastiodon']
Shiftry;['Grass', 'Dark'];['Chlorophyll', 'Early Bird', 'Pickpocket'];Untiered;90;100;60;90;60;80;[]
Shiinotic;['Grass', 'Fairy'];['Effect Spore', 'Illuminate', 'Rain Dish'];Untiered;60;45;80;90;100;30;[]
Shinx;['Electric'];['Guts', 'Intimidate', 'Rivalry'];LC;45;65;34;40;34;45;['Luxio']
Shroomish;['Grass'];['Effect Spore', 'Poison Heal', 'Quick Feet'];LC;60;40;60;40;60;35;['Breloom']
Shuckle;['Bug', 'Rock'];['Contrary', 'Gluttony', 'Sturdy'];Untiered;20;10;230;10;230;5;[]
Shuppet;['Ghost'];['Cursed Body', 'Frisk', 'Insomnia'];LC;44;75;35;63;33;45;['Banette']
Sigilyph;['Psychic', 'Flying'];['Magic Guard', 'Tinted Lens', 'Wonder Skin'];NU;72;58;80;103;80;97;[]
Silcoon;['Bug'];['Shed Skin'];;50;35;55;25;25;15;['Beautifly']
Silvally;['Normal'];['RKS System'];Untiered;95;95;95;95;95;95;[]
Simipour;['Water'];['Gluttony', 'Torrent'];Untiered;75;98;63;98;63;101;[]
Simisage;['Grass'];['Gluttony', 'Overgrow'];Untiered;75;98;63;98;63;101;[]
Simisear;['Fire'];['Blaze', 'Gluttony'];Untiered;75;98;63;98;63;101;[]
Skarmory;['Steel', 'Flying'];['Keen Eye', 'Sturdy', 'Weak Armor'];OU;65;80;140;40;70;70;[]
Skiddo;['Grass'];['Grass Pelt', 'Sap Sipper'];LC;66;65;48;62;57;52;['Gogoat']
Skiploom;['Grass', 'Flying'];['Chlorophyll', 'Infiltrator', 'Leaf Guard'];;55;45;50;45;65;80;['Jumpluff']
Skitty;['Normal'];['Cute Charm', 'Normalize', 'Wonder Skin'];LC;50;45;45;35;35;50;['Delcatty']
Skorupi;['Poison', 'Bug'];['Battle Armor', 'Keen Eye', 'Sniper'];LC;40;50;90;30;55;65;['Drapion']
Skrelp;['Poison', 'Water'];['Adaptability', 'Poison Point', 'Poison Touch'];LC;50;60;60;60;60;30;['Dragalge']
Skuntank;['Poison', 'Dark'];['Aftermath', 'Keen Eye', 'Stench'];PU;103;93;67;71;61;84;[]
Slaking;['Normal'];['Truant'];Untiered;150;160;100;95;65;100;[]
Slakoth;['Normal'];['Truant'];LC;60;60;60;35;35;30;['Vigoroth']
Sliggoo;['Dragon'];['Gooey', 'Hydration', 'Sap Sipper'];;68;75;53;83;113;60;['Goodra']
Slowbro;['Water', 'Psychic'];['Oblivious', 'Own Tempo', 'Regenerator'];RU;95;75;110;100;80;30;[]
Slowbro-Mega;['Water', 'Psychic'];['Shell Armor'];RUBL;95;75;180;130;80;30;[]
Slowking;['Water', 'Psychic'];['Oblivious', 'Own Tempo', 'Regenerator'];NU;95;75;80;100;110;30;[]
Slowpoke;['Water', 'Psychic'];['Oblivious', 'Own Tempo', 'Regenerator'];LC;90;65;65;40;40;15;['Slowbro', 'Slowking']
Slugma;['Fire'];['Flame Body', 'Magma Armor', 'Weak Armor'];LC;40;40;40;70;40;20;['Magcargo']
Slurpuff;['Fairy'];['Sweet Veil', 'Unburden'];NUBL;82;80;86;85;75;72;[]
Smeargle;['Normal'];['Moody', 'Own Tempo', 'Technician'];Untiered;55;20;35;20;45;75;[]
Smoochum;['Ice', 'Psychic'];['Forewarn', 'Hydration', 'Oblivious'];LC;45;30;15;85;65;65;['Jynx']
Sneasel;['Dark', 'Ice'];['Inner Focus', 'Keen Eye', 'Pickpocket'];NU;55;95;55;35;75;115;['Weavile']
Snivy;['Grass'];['Contrary', 'Overgrow'];LC;45;45;55;45;55;63;['Servine']
Snorlax;['Normal'];['Gluttony', 'Immunity', 'Thick Fat'];RU;160;110;65;65;110;30;[]
Snorunt;['Ice'];['Ice Body', 'Inner Focus', 'Moody'];LC;50;50;50;50;50;50;['Froslass', 'Glalie']
Snover;['Grass', 'Ice'];['Snow Warning', 'Soundproof'];LC;60;62;50;62;60;40;['Abomasnow']
Snubbull;['Fairy'];['Intimidate', 'Rattled', 'Run Away'];LC;60;80;50;40;40;30;['Granbull']
Solgaleo;['Psychic', 'Steel'];['Full Metal Body'];Uber;137;137;107;113;89;97;[]
Solosis;['Psychic'];['Magic Guard', 'Overcoat', 'Regenerator'];LC;45;30;40;105;50;20;['Duosion']
Solrock;['Rock', 'Psychic'];['Levitate'];Untiered;90;95;85;55;65;70;[]
Spearow;['Normal', 'Flying'];['Keen Eye', 'Sniper'];LC;40;60;30;31;31;70;['Fearow']
Spewpa;['Bug'];['Friend Guard', 'Shed Skin'];;45;22;60;27;30;29;['Vivillon']
Spheal;['Ice', 'Water'];['Ice Body', 'Oblivious', 'Thick Fat'];LC;70;40;50;55;50;25;['Sealeo']
Spinarak;['Bug', 'Poison'];['Insomnia', 'Sniper', 'Swarm'];LC;40;60;40;40;40;30;['Ariados']
